id,product_id,sku_id
155196,5642913,31307
11555,5451,36
155197,1717269,31307
27924,25340,8440
5886,6675,903
59885,493177,20696
31479,27181,11543
94321,1533526,4038
42607,112665,13833
5978,5703,510
12644,16511,4594
38502,61858,13045
38584,14375,3818
48379,160959,16398
259975,6059219,38067
42722,112937,13873
230649,7168657,41893
60187,485597,20531
230650,7168661,41894
42786,113540,12690
48480,55154,7143
11963,14806,3038
42835,113732,4240
60315,485589,20907
12030,10408,1689
12057,13222,958
12702,16481,4468
42875,113886,13931
42886,113599,1253
273981,6826084,44177
42910,113162,13943
155656,5692856,35970
4912,10281,1567
209288,6522161,40810
209289,6530367,40810
12860,14858,3202
259976,6059882,7257
117060,16921,5141
49056,160594,16530
4975,10360,1649
4983,10368,1657
259977,6059864,14739
209290,6529055,40810
49133,160691,16596
3281,9590,936
42943,113543,12559
3294,6698,816
6083,13215,2096
28808,16339,4582
49209,160688,16667
259978,6059881,7263
42978,112580,13962
141356,1751870,14638
42984,112662,13968
49361,25681,10659
42995,113480,13975
43000,112779,2746
29144,10180,1471
49432,161153,16801
245062,6518972,19928
6198,13261,2138
49504,55697,12596
29512,26805,11246
49570,162270,16880
49692,166202,16954
141624,22656,6605
209291,6516883,40810
49746,163239,16991
31834,27316,11618
230654,7168640,41895
3373,6666,894
3385,6678,906
3429,9860,1207
157056,1675928,30039
12073,5928,792
29953,6058,596
169028,5985893,37551
40538,19859,6338
12137,5956,681
273982,6823848,44177
259979,6059871,7282
36094,16505,4606
16292,5719,5551
16400,18198,5420
20957,21209,7053
4696,3001,462
118434,81117,13685
27192,26491,10898
143761,14620,3371
27267,26435,10940
136284,5114450,33359
230657,7168649,41896
209292,6519537,40810
40812,24798,8852
21137,19224,7152
40907,22274,9762
209293,6520849,40810
21180,22431,7183
178307,6212514,36050
96232,1533425,5423
10184,9697,1111
118740,17786,4703
41134,81232,13399
2524,5676,1874
245063,6520284,19928
119267,1718770,31227
119539,17815,5008
119792,17991,5131
148146,5545670,35028
157300,1642668,29748
121203,6614,1382
273983,6824966,44177
273984,6826581,44177
4386,13039,2003
4395,13051,2012
36271,34735,1553
21339,24322,7309
36374,35457,12070
41213,81071,13473
47739,160157,15896
27455,19363,5821
79037,478407,19162
148896,5583852,28243
211734,6927224,41024
58309,457357,362
289029,8900638,45186
16654,18430,5624
137975,9669,1029
33792,14546,4081
33831,27512,11919
11318,10328,1612
47854,161145,15968
33900,25635,10263
36460,21523,8265
41594,22640,8296
47962,160361,16073
21427,24368,7391
31302,27084,11495
149183,5580947,3992
149184,5583991,3992
149303,5581018,35293
149304,5584062,35293
4905,10270,1556
209294,6522006,5697
18445,13431,2295
168116,5972526,2702
27925,25339,8441
48068,160477,16162
48174,160295,16257
48279,161215,16335
158682,5758190,34157
154619,26950,168
134597,1047634,23911
311559,10161315,25077
154620,5642396,168
12529,16484,4575
293077,8899861,23124
259980,6059873,19411
48380,160949,16399
168118,1751876,2702
48481,55020,9188
28263,6029,288
58741,477756,13801
4976,10361,1650
4984,10369,1658
4992,5767,1979
49057,160595,16531
5020,5941,617
49134,160692,16597
58882,477895,13316
5044,5791,641
49210,160682,16668
59013,477994,5190
31719,13657,2516
245064,6521596,19928
18622,16516,4609
59140,478162,7900
42700,113584,6289
18671,13141,2044
42723,112764,2514
42744,113141,2772
12587,14040,3406
59264,478274,2830
49286,160866,16724
49362,161028,16763
294333,7702595,15247
18787,19282,5801
230645,7170397,17588
34133,26672,11039
34198,14796,3056
49433,54914,15125
49505,161095,16844
6430,13442,2305
18893,19409,5862
28595,26727,11214
31944,26976,405
31999,21881,9045
211735,6840148,41024
32052,17595,11657
11964,14807,3123
10805,10455,1732
10806,10456,1732
49571,162278,16881
160404,1675908,30018
42821,113239,13911
42836,113826,4272
59799,493229,15938
230648,7170393,17591
12031,10409,1690
12058,13224,2103
12703,16480,4469
19134,19591,6041
19202,19626,6090
19236,19651,6122
6248,13292,2167
12861,14738,3203
34302,15993,3445
34329,19194,6246
34354,24532,7596
29236,13265,27
34382,26887,11324
29513,26813,11247
37691,22636,6595
4577,10096,1402
135066,713188,33881
38102,21331,12812
212408,6842070,4662
160574,638369,26379
42888,14496,4032
4632,10114,1419
3919,9822,1168
4010,10227,1521
92767,1533319,28236
47630,160072,15809
12074,5932,793
20861,21236,7045
12106,5881,460
33226,27223,11407
5165,6652,880
16401,14238,3615
40539,19858,6337
40636,16095,3743
20958,21210,7054
36272,26866,1564
5241,5753,748
118067,112219,14093
27193,26489,10899
27268,26449,10941
40813,24799,8853
212411,6842082,40752
30181,26874,11311
36461,21524,8266
245065,6522908,19928
58310,457359,10894
47740,162953,15897
230660,7170401,17600
33520,27726,11865
47855,161129,15969
47963,160380,16074
5326,10295,1581
5335,10320,1606
212414,6842086,40768
5353,10516,1785
118741,17793,4706
118972,1718731,31204
119268,1718771,31228
230664,7170405,17604
119975,18019,4861
121204,1718810,1402
30497,19192,6244
136285,5114550,33360
33615,15924,3191
16655,18431,5625
273985,6842566,44177
30641,15957,3433
157057,1642712,29805
136554,1587907,29209
230665,7170407,17609
30714,22539,6176
259981,6059879,7266
36807,25899,10727
48069,160492,16163
6349,13370,2241
259982,6059856,7330
41443,81297,13659
137976,9676,1036
41595,22641,8297
37045,14482,4018
126678,1835005,32335
273986,6843102,44177
127037,1847585,32767
21340,25517,7310
37122,55724,12320
48175,160291,16258
275756,5643054,3803
58742,477716,13795
58883,477896,4033
27926,25337,8444
5543,5605,1862
59014,478036,14124
5556,5614,709
294334,7702599,15256
5568,10071,1384
33700,24631,7793
48381,160963,16400
31053,27405,11450
18672,13142,2045
28264,6030,289
5632,12950,1955
31120,27078,11465
18751,10339,4583
294336,7702646,2364
294337,7702654,15299
42657,112214,13850
138362,5222826,3468
138627,1473798,13112
31303,27275,11495
18894,19410,5863
12470,6658,886
245066,6524220,19928
49058,160582,16532
209295,6530368,20409
31481,21728,11543
153838,1595087,28659
37767,55036,12613
49135,160693,16598
79038,478842,14713
49211,160744,16669
29073,5781,633
12560,13914,2713
33793,13969,2763
259983,6059884,7256
209296,6524786,20409
49287,160861,16725
29514,26814,11248
140234,17508,31233
168119,5771899,28227
230658,7169017,37693
33935,25648,10278
11742,5586,305
11774,5599,337
6255,13296,2171
19135,19590,6042
6431,13443,2306
6434,13445,2309
209297,6516884,20409
12618,13453,2919
31720,18333,5216
19203,19627,6091
19237,19652,6123
273987,6826085,2285
31836,27126,11619
11965,14808,3331
32000,21882,9046
19335,19717,6207
32053,16651,11657
12032,10410,1691
12059,5866,87
49506,161098,16845
209298,6520850,20409
49572,163636,16882
34073,13392,2259
4906,10271,1557
49693,166188,16955
49747,163237,16992
49794,161428,17036
38459,16163,4204
12862,14848,3614
49881,55734,12577
38585,14376,3819
259984,6058928,7388
19538,19864,6341
49921,166196,17126
13211,17259,4857
19724,19967,6443
4969,10354,1643
4977,10362,1651
4985,10370,1659
4993,5751,2065
160405,638265,26752
5037,5782,634
5045,5792,642
140607,5363957,34327
5126,6694,811
5142,6630,858
5150,6638,866
5155,6643,871
5166,6653,881
29955,13734,3177
12075,5931,789
12107,5882,463
27194,26490,10900
40540,19860,6339
58018,55173,12341
27269,26425,10942
230662,7169041,17732
47631,160088,15808
245067,6528490,19928
40814,24800,8875
58163,419396,20096
47741,15847,3679
36273,26867,1565
58311,457360,406
47856,161132,15970
5242,5754,749
160575,1675916,26380
230666,7169034,41891
41136,81224,13401
41215,81073,13475
21182,22430,7184
36377,10205,12064
3289,6693,810
36378,14018,12064
21305,25526,7276
21341,24323,7311
18220,13284,2159
259985,6059043,5209
209299,6522162,20409
48070,160493,16164
18348,18115,5076
5327,10296,1582
5336,10321,1607
41292,81194,13546
36462,21526,8267
118438,1695893,31531
48176,160292,16259
118973,1718732,31205
209300,6523474,20409
119794,17637,521
259986,6059525,10147
209301,6529056,20409
121205,6570,1406
121568,17886,1344
79039,635451,22267
5354,10517,1786
6350,13371,2242
155200,1717270,31308
41369,81374,13590
41444,81290,13660
209302,6519538,20409
18673,13143,2046
59015,478037,14125
5381,5744,2074
3386,6679,907
155658,5692858,35991
41596,22642,8298
169787,5900487,37629
125304,21937,9158
36721,26929,11369
155975,1814852,32523
36808,25901,10872
33616,10037,1358
211021,6918120,40945
48382,160964,16401
28193,26713,11132
3430,9861,1208
48483,54888,12273
4821,10230,1524
37046,14483,4019
30858,27228,11382
170071,5900966,37770
33701,24669,7849
59497,497135,20549
273988,6823849,2285
273989,6824967,2285
30990,27066,11434
33794,14588,4084
273990,6826582,2285
48980,55882,12425
31054,27216,11450
59800,493232,17765
4378,13059,1995
4387,13046,2004
4396,13053,2013
49059,160607,16533
49136,160658,16599
28527,10105,1411
59886,493179,20697
33868,25585,10196
19136,19592,6043
28598,14184,3547
273991,6842567,2285
211022,6920246,40945
49212,160745,16670
60046,485549,20763
19170,19594,6058
19204,19628,6092
19238,19653,6124
4907,10273,1559
49288,160867,16724
28869,13855,3291
60119,492718,20788
37693,25599,10210
230673,7169073,41893
49435,55607,16803
4978,10363,1652
4986,10371,1660
37974,54702,12743
49507,161096,16846
5038,5783,635
19306,19693,6183
11591,5480,71
38104,55351,12814
273992,6843103,2285
42610,113575,13834
168120,5971940,2702
19423,19769,6270
29300,25823,10796
29368,10477,1753
31482,27099,11544
49573,163635,16883
42680,112781,8592
49694,166203,16956
19539,19865,6342
19567,19884,6361
29515,26816,11249
49748,163236,16993
49795,161429,17037
31837,27317,11619
153839,1595088,36069
49839,161475,17066
289031,8900640,41995
31946,27342,11644
38315,13912,2711
11743,5587,307
32001,22278,9858
245068,6529802,19928
293078,8157724,42899
5544,5606,1863
38586,14377,3820
5557,5615,708
5569,5624,1868
29900,26851,11289
38684,60665,13115
155201,1717272,31310
155659,5692859,35993
38761,62182,13178
11966,14810,3361
12033,10411,1692
12863,14819,3585
5671,10468,1744
13015,17436,4720
209303,6782376,40811
5127,6697,815
5143,6631,859
5147,6635,863
29956,26862,1437
40541,24565,7628
12108,6013,464
140235,1695621,30948
27122,19509,10873
6308,13327,2210
27195,26467,10901
155976,1814853,32524
27270,26452,10943
5156,6677,905
58164,419306,18228
36097,21748,8878
27458,24469,7502
40815,19385,8890
140608,5363958,34328
12237,16479,4460
36274,34736,1566
36379,14012,3378
209304,6783919,40811
160406,638310,26754
27636,17792,4719
41038,22717,9969
36380,10204,3378
27637,16833,4719
209305,6786270,40811
21097,23953,5781
47742,15846,3678
41137,81225,13402
58606,477686,5350
30346,18414,5613
47743,15848,3678
58744,477761,13802
18221,13285,2160
30499,19161,6791
36463,21525,8268
12504,15919,3645
12532,16494,4578
3296,6700,818
41216,81411,13476
211023,6920247,40946
47857,161148,15971
36722,26930,11368
5243,5755,750
41445,81328,13661
230661,7168673,17930
259987,6059587,7459
212417,6842074,4963
47965,160447,16076
3369,6662,890
3375,6668,896
58885,477899,13941
59016,478038,14126
3387,6680,908
276211,8898861,44267
247091,8059076,42737
247843,7991055,14645
118439,1695894,6553
118743,17791,4708
136286,5114484,33361
119270,17920,3076
119542,17835,5018
119795,17640,526
119977,17722,4949
121569,1718803,31631
18583,14094,2794
276774,9106245,5098
276775,9106246,5098
48071,160486,16165
48177,160293,16260
28266,6077,292
36972,55363,675
30859,27229,11385
18674,13144,2047
37047,14491,4027
141625,22655,6602
30991,27257,11434
48282,161202,16338
59143,478165,2827
42425,112186,13766
31122,27269,11465
28390,5705,729
259988,6059868,14740
33617,20040,2540
59266,478270,14337
48383,160962,16402
198613,6728180,37928
247844,8154340,14645
311558,10161314,25077
28528,26798,11199
212421,6842072,40765
157763,636626,25393
31483,27290,11544
198614,6728181,37929
92772,1533320,28236
18753,10341,1631
28812,17202,5020
4397,13050,2014
5328,10298,1584
49060,160608,16534
198615,6728182,37930
42588,113465,13825
49137,160661,16600
33702,24679,7865
49213,160741,16671
33745,14186,3549
37694,25603,10214
125305,1595164,28687
60047,483447,8660
213955,6794249,41190
49289,160868,16726
33795,14582,4085
60120,495236,20789
42725,112735,2340
60189,485618,20831
31947,27142,11645
60255,16431,4534
49508,161097,16847
60316,485588,20908
79480,636340,17820
214200,26809,11243
19032,19521,5970
49695,166190,16957
32002,27184,11517
29440,19796,1269
19137,19593,6044
19171,19595,6059
11744,5588,308
139260,5327665,34181
273993,6824835,42303
19205,19629,6093
5382,5748,2075
19239,19654,6125
12864,14755,3763
33869,25586,10197
49749,163238,16994
273994,6842504,42303
273995,6823717,42303
153840,1594134,29366
29441,9922,1269
139840,5330371,34191
29516,26763,11250
311557,10161313,25077
126679,1835006,2462
79889,888826,24827
154625,5642399,159
19424,19770,6271
38267,55754,12915
259989,6059885,7255
42851,113760,2448
154626,26949,159
140236,1695622,30949
11967,14809,3539
38461,16165,4127
29901,9592,938
311566,10161325,5136
12034,10412,1693
273996,6825953,42303
155202,1717271,36137
311570,10161327,3633
5545,5607,1864
5570,10093,1398
40542,24566,7629
33076,18330,5182
12077,5913,182
20864,16442,4501
47633,160087,15811
11000,14266,3649
5157,6644,872
155660,5692860,29468
27196,26459,10902
247092,8023919,2752
36098,21749,8879
230663,7170069,17604
230667,7170073,17609
29957,14300,3707
40816,24802,9123
47744,160171,15898
33164,27443,11679
41039,22718,9972
3678,3000,223
135078,112615,13958
47858,161149,15972
41217,81387,13477
30347,18415,5614
4252,6707,825
247845,8154349,5195
33229,22384,11703
1454,9823,1169
47966,160448,16077
58313,457362,20369
41446,81327,13662
117748,1717357,31373
27866,13201,2926
259990,6059862,38129
30500,24885,9951
33420,25891,10811
140609,5363959,34329
41598,25591,10202
33523,27730,11867
289032,8900641,23785
12473,14804,2855
36464,21527,8269
12533,16496,4579
48072,160485,16166
18675,14527,4062
30791,19852,6326
42393,15843,13758
211738,6927226,41025
94323,1408377,5253
48178,160312,16261
4380,13040,1997
42426,113349,13767
3930,9670,1030
311578,10161331,36146
3955,9657,1017
168631,1614286,12052
136287,5114439,33362
28529,26799,11200
28600,26710,11215
118744,1718678,5449
118975,1718733,31206
119543,17836,5018
247846,7991080,5195
211739,6840149,41025
168632,1614287,28749
230678,7168625,37693
121570,1718819,31644
30992,27067,11435
230682,7168648,17732
4012,10012,1333
4389,13061,2006
12563,10241,1533
58464,457509,20432
18754,10344,1633
168633,1614288,28748
4398,13175,2021
293079,9142275,17580
31058,10292,1578
79041,635482,17259
31123,27079,11467
212426,6852101,4662
58886,477901,7126
178308,6212515,7800
36723,26928,11370
59144,465067,20469
59267,478277,2833
178640,17324,4918
126680,1835007,21645
127039,1847587,32768
273997,6826519,42303
92774,1533323,2832
59802,493295,20658
19033,19522,5971
29442,13568,1270
19138,22457,6045
4546,6470,405
19172,19596,6060
273998,6843040,42303
4578,10098,1404
37048,54877,12259
19206,19631,6094
29443,9923,1270
19240,19655,6126
19277,19681,6155
259991,6058934,7396
19308,19268,6186
157303,636239,17803
29517,26770,11251
230684,7168641,41891
42682,112686,13861
31484,27371,11545
136556,5253587,21385
42703,113920,13869
275758,5643056,3804
4908,10274,1560
4918,9798,1146
212429,6852113,40752
294339,7702693,43730
31723,19997,6479
42726,112740,2333
4971,10356,1645
4979,10364,1653
4987,10372,1661
19540,19862,6343
31839,27127,11620
79263,638348,23068
19568,19885,6362
19594,19905,6376
31948,27333,11645
5060,5790,753
32003,27374,11516
37548,55519,12601
276776,9106247,44376
276777,9106248,44376
11745,5589,309
37770,22653,6600
42789,112913,13901
5128,6703,821
5139,6627,855
5144,6632,860
5148,6636,864
11910,13711,2559
42823,113227,13912
5329,10303,1589
137978,9696,1110
42838,112795,5717
5347,10510,1779
12008,13164,2033
19776,20008,6489
19791,20020,6502
5383,5749,2076
12035,10413,1694
19820,20045,6528
153841,5136003,22168
19834,20074,6540
19846,20084,6550
19857,20095,6561
40543,24567,7631
20865,17447,4895
47634,160089,15812
12110,5885,466
47745,162456,15899
5158,6645,873
47859,161131,15973
40817,24803,9129
36099,21750,8880
58021,56001,12444
27272,26480,10945
47967,160421,16078
27460,24471,7504
12239,16477,4462
33165,27432,11680
21142,22439,7154
48073,160487,16167
27642,26665,11022
139841,1588151,34192
209309,6782378,40813
1699,10022,1343
1701,10024,1345
154627,5642400,161
30348,18409,5616
41295,81049,13548
36276,10330,12061
36382,31934,12071
11065,10269,1555
36465,21528,8270
140610,5363960,34330
58465,457461,20258
36724,26927,11371
36811,43100,12164
48283,161194,16339
12474,14803,2846
209310,6783921,40813
48384,160950,16403
30501,19231,9960
12593,10095,1401
311565,10161323,5136
37049,55097,12260
48485,55715,14845
273999,8746363,43764
209311,6786272,40813
6309,13328,2211
160578,5140948,33637
49061,160598,16535
141626,14667,22912
30792,19853,6326
211025,6784186,40947
30925,27049,11406
30993,27258,11435
2544,5706,1878
28392,21977,3752
117066,112301,9838
211026,6782643,40947
49138,160660,16601
11354,10017,1338
28601,26709,11215
5169,6656,884
58887,477902,2557
49214,160716,16672
31124,27270,11467
117067,24844,9838
18755,10345,1634
33570,27513,11900
247093,8023920,38323
4909,10275,1561
4919,9799,1147
230679,7169115,37693
18898,19414,5866
49290,160869,16726
117069,1593874,9838
117072,1593875,9838
117749,112377,14645
274000,8800309,43764
117751,599550,14645
117752,926069,14645
117753,289238,14645
117754,1594993,14645
154628,6266,161
125307,1595163,28687
59145,465068,20470
59268,478278,3986
42394,76096,13759
4964,10348,1637
49437,161002,16804
42427,112133,13768
4972,10357,1646
19034,19523,5972
311571,10161328,3633
19105,19566,6012
4980,10365,1654
4988,10373,1662
168122,5771937,36325
42517,113387,13800
274001,8800310,43764
211027,6786534,40947
59710,483454,20608
5040,5786,637
59803,493296,20659
33703,24680,7866
19173,19597,6061
31485,27180,11545
211740,6927227,41026
29371,10480,1756
19207,19630,6095
29444,9924,1271
5129,6708,826
126681,1835008,23716
19241,19656,6127
37771,55031,12611
5140,6628,856
1799,10104,1410
19278,19682,6156
5149,6637,865
19309,19317,6187
29518,26774,11252
33796,14586,4086
127040,1847588,32769
3931,9671,1031
42683,113569,2171
5330,10304,1590
19484,19840,6311
155661,5692861,34158
143762,14621,3372
42704,112668,11091
31782,27353,11608
19541,19866,6344
5384,10376,1665
19569,19886,6363
168636,1614298,19743
29690,26834,11284
19595,19907,6374
31840,27318,11620
211741,6840150,41026
31949,27151,11644
178309,6212516,8656
32004,27185,11515
38107,54969,12817
230681,7169138,17732
212432,6852117,40768
38216,54812,12883
4006,10226,1520
19726,19969,6445
230685,7169130,41891
5525,9594,942
117074,418571,12842
5539,9610,970
5546,5608,1865
212435,6852105,4963
5565,5623,356
38588,14379,3822
19777,20009,6490
10942,14038,3404
19792,20021,6503
42824,113799,5712
19821,20051,6529
42839,113630,13916
42865,113467,7898
19835,20079,6541
12036,10414,1695
29959,14302,3709
58022,55949,12445
249762,8161422,42996
249763,8161437,42996
40818,24812,9216
20866,16422,4896
27273,26468,10946
30186,26844,11316
40913,76101,13354
12240,16362,4463
58315,457365,20371
3125,9771,1089
3596,5851,558
47746,160167,15900
47860,161137,15974
27643,13489,2345
134602,656520,15614
139842,1588152,34193
41373,81376,13592
41448,81433,13664
41600,25837,10740
93632,1408269,5315
47968,160418,16046
42395,14301,3707
42428,112134,13769
274002,8586410,43764
140611,5363953,34323
153842,5620402,5105
289033,8900642,23678
30502,19232,9964
259992,6061058,7298
36100,21751,8881
42518,113385,13801
18093,18177,5186
58747,477763,12769
18224,13287,2162
28197,26712,11133
36277,10331,12062
21186,22428,7187
48074,160490,16168
146012,5105393,14794
58888,477898,13944
48180,160314,16262
311567,10161324,5136
28393,5735,3756
141372,5415200,12979
28531,26812,11201
28602,14505,4041
230676,7169077,41894
18297,18527,5780
259993,6061060,37914
42614,112719,4789
59019,478041,14129
42684,13306,2188
259994,6062001,7587
10331,13333,3984
59269,478279,14338
42728,113419,13875
48284,161219,16340
36466,21982,9246
48385,160960,16404
275760,5643058,3805
168637,1614300,109
33747,14188,3551
36725,26934,11588
33797,13970,2764
136288,5114547,33364
36812,43097,12165
42825,112791,5716
42840,112775,5693
12867,14768,3961
59888,492709,20699
294340,7702701,15502
276778,9106250,33270
276779,9106249,33270
141627,22654,6601
60048,485539,20764
211742,6927228,5352
211743,17375,5352
136557,627802,5677
230677,7169057,41895
311574,10161329,12690
198617,6728184,37932
198618,6728185,37933
198619,6728186,37934
148147,5545671,35029
212439,6852103,40765
148897,5580809,35211
118441,1695895,31532
118745,17785,4709
118976,1718734,31207
230680,7169065,41896
42877,112730,13932
148898,5583853,35211
29445,19797,1272
29446,9925,1272
60121,456504,20326
31783,27162,11608
230683,7169089,17930
