id_cliente,categoria_nivel2,num_pedidos,volumepedidos,volumecompras
3,586,34,306.64,48.04
3,632,66,7607.9,
3,637,10,204.1,
3,651,601,106688.9313,31879.0933
3,652,967,588190.381,63588.3464
3,653,481,61050.9900000001,13202.84
3,654,392,148362.7,28576.4
3,655,444,32668.81,7542.72
3,656,451,51121.79,10577.71
5,52,1,20.0,
5,66,3,841.62,
5,115,1,152.64,152.64
5,209,1,23.3,23.3
5,232,1,162.8694,162.8694
5,310,1,118.44,118.44
5,378,3,659.9,299.9
5,389,4,207.7,163.63
5,400,3,79.53,29.43
5,408,2,80.2,13.5
5,415,2,83.59,45.36
5,507,2,51.1492,51.1492
5,652,5,2404.7,1080.5
5,653,2,246.4,246.4
11,,2,7921.35,
11,190,1,89.4,
12,66,4,888.65,
12,100,1,465.6,
12,378,2,736.8,
19,,10,1067.7496,1036.5296
19,52,4,419.3,263.7
19,54,1,16.14,
19,66,1,32.1,
19,115,3,319.47,215.4
19,121,1,124.3,
19,147,2,119.62,
19,167,3,140.71,
19,184,1,53.5,
19,197,1,28.2,
19,202,2,18.7,
19,232,2,80.73,
19,242,1,14.76,
19,378,29,12642.05,9862.85
19,389,3,49.87,
19,408,1,11.3,
19,507,1,3.0,
19,651,14,2445.94,1890.71
19,652,17,8232.05,6639.55
19,653,8,2442.84,2442.84
19,654,7,1999.0,1016.8
19,655,9,1692.12,639.1
19,656,2,457.7,396
49,190,1,4.85,
49,209,1,77.2,
49,651,1,907.2,
49,654,2,340.2,
51,,5,404.97,
51,52,1,16.0,
51,66,1,26.82,
51,87,1,593.28,
51,121,1,33.115,
51,147,1,1270.0,
51,157,2,412.5,
51,232,2,420.52,
51,242,1,10.25,
51,378,2,151.75,
51,507,1,162.0,
51,651,2,26.98,
51,652,2,348.8,
51,653,1,174.0,
51,654,2,1188.0,
67,36,1,330.0,
67,66,1,79.4604,
67,350,1,4.25,
67,415,1,324.25,
67,653,2,436.0,
84,,2,2198.8,
84,52,1,180.0,
84,378,1,1569.0,
84,389,1,24.69,
84,400,3,839.8,
84,654,2,1850.0,
97,66,1,33.9,
98,52,3,242.26,
98,66,4,1047.6504,
98,87,2,455.5836,
98,100,2,145.84,
98,147,2,279.0,
98,162,1,7.97,
98,167,2,53.34,
98,178,1,143.94,
98,184,1,6.51,
98,190,1,32.85,
98,202,3,89.6,
98,209,2,3.5,
98,232,4,66.72,
98,242,3,83.8894,
98,654,1,406.8,
103,,244,47122.41965,
103,14,43,1606.4592,
103,18,196,14245.78,
103,36,7,4687.5,
103,39,24,169.33,
103,46,2,11139.0,
103,52,571,61924.8344240001,
103,54,15,466.69,
103,60,56,1106.0288,
103,65,3,77.37,
103,66,906,676242.331200008,859.1704
103,87,534,90838.669,
103,99,99,6688.6136,
103,100,495,658376.827442999,
103,115,115,6668.51600000001,
103,121,197,40170.77531,
103,127,244,25011.3366,
103,147,601,47768.0504000001,37.22
103,148,826,150906.8721,20.12
103,157,651,592803.631600005,
103,162,389,71428.1200000001,
103,167,742,81630.389999999,
103,177,50,3451.6,
103,178,339,35179.2328999999,
103,184,624,103928.64,
103,190,606,122432.7996,
103,197,164,26700.19,
103,198,1,59.99,
103,202,36,3696.107,
103,203,16,801.686,
103,209,463,37730.0109999999,
103,232,792,106192.806,
103,242,1460,227989.4867,252.65
103,260,2,45.45,
103,272,75,942.180000000001,
103,285,18,796.0,
103,287,1,25.08,
103,307,11,31.8,
103,310,21,182.7,
103,319,74,18466.0008,
103,325,79,3191.83,
103,326,30,968.6,
103,338,12,218.0,
103,350,56,23253.6,
103,362,29,100.2,
103,378,196,111752.672,
103,379,27,1548.01,
103,380,88,3772.5033,
103,389,151,5248.8004,
103,400,62,2613.21,
103,408,210,2401.0084,
103,415,124,14389.36,
103,420,1,171.0,
103,425,14,960.31,
103,463,50,9191.4496,
103,481,94,5543.42999999999,
103,492,4,68.68,
103,496,64,2829.2,
103,503,5,37.44,
103,507,17,1341.09,
103,525,1,1.1,
103,536,2,38.64,
103,565,110,2509.21,
103,586,13,767.0,
103,623,6,27.0,
103,632,96,11177.3,
103,651,264,52131.1122000001,
103,652,504,1113160.16,
103,653,46,9059.46,
103,654,221,70938.0005999999,
103,655,298,54816.58,
103,656,255,23898.56,
107,,1,2.61,
107,190,1,29.8,
112,400,1,26.55,
115,400,1,132.9,
117,651,1,7.6,
120,,1,99.0,
120,52,1,111.0,
120,99,3,187.5,
120,121,3,31.2,
120,148,1,18.5,
120,198,1,33.0,
120,209,3,22.05,
120,232,3,173.55,
120,242,4,109.76,
120,378,4,360.89,
120,389,4,433.64,333.16
120,400,5,460.33,380.65
120,408,2,74.84,74.84
120,651,3,31.1,
120,652,7,2830.89,
120,654,2,851.0,
120,655,3,120.6,
121,378,2,520.0,
121,651,1,95.22,
121,652,3,969.64,
123,18,1,18.58,
123,66,3,183.14,
123,87,2,18.3,
123,99,1,22.8,
123,147,1,4.02,
123,162,1,104.9,
123,190,1,340.2,
123,242,1,14.99,
128,46,1,590.0,
128,52,1,116.9592,116.9592
128,87,2,208.34,208.34
128,197,1,32.03,32.03
128,378,1,172.728,
130,,5,1176.6,366.6
130,14,2,102.69,
130,52,46,5637.2472,2643.9972
130,60,1,88.32,
130,66,2,63.66,
130,87,2,88.44,82.2
130,99,56,4779.4979,3015.3587
130,100,13,619.64,
130,115,4,193.9512,102
130,121,4,497.2437,
130,127,40,6150.4152,3620.4792
130,147,50,3510.3724,1866.6912
130,148,27,1726.45016,406.8
130,157,12,1384.4574,146.7396
130,162,4,79.1,22.6
130,167,5,87.87,20.62
130,178,17,1638.74,538.38
130,184,27,773.97,24
130,190,95,5205.825,2399.545
130,197,1,13.56,13.56
130,203,2,60.04,
130,209,15,337.3908,128.4304
130,232,22,1009.4224,690.6132
130,242,117,9474.12212,2915.5108
130,378,44,21715.325,12862.5
130,389,14,821.8696,119.06
130,400,2,237.1,
130,408,14,223.19,53.6
130,415,1,109.5,
130,492,7,99.0,33.0
130,651,59,12266.7583,5272.6395
130,652,94,96969.22,42845.72
130,653,33,7878.84,4366.32
130,654,55,36828.1,19867.0
130,655,20,1734.7508,333.72
130,656,20,4236.5,1543
134,,1,2.61,
143,,64,4786.6692,
143,14,3,5.55,
143,18,35,2402.832,
143,36,3,1106.9,
143,46,2,850.0,
143,52,54,4905.5622,
143,54,3,5.85,
143,60,3,300.48,
143,65,1,25.61,
143,66,55,7498.702,
143,87,96,8355.33250000001,
143,99,9,1072.7448,
143,100,17,5468.015,
143,115,8,423.6792,
143,121,12,803.825,
143,127,3,97.13472,
143,147,91,2905.22,
143,148,57,2082.51,
143,157,98,5585.3872,
143,162,30,1261.5,
143,167,36,1914.58,
143,177,4,138.12,
143,178,17,712.02,
143,184,60,3506.26,
143,190,61,748.668,
143,197,22,554.95,
143,202,11,68.83,
143,203,12,155.36,
143,209,44,758.67,
143,232,101,4527.39,
143,242,145,3076.5748,
143,272,4,8.8,
143,287,2,4.98,
143,319,15,650.52,
143,325,20,1721.25,
143,326,8,49.5,
143,338,5,32.1,
143,350,20,568.8,
143,362,9,94.8,
143,378,74,19848.982,58.6
143,379,4,27.4,
143,380,2,10.82,
143,389,23,530.78,
143,400,8,103.93,
143,408,32,1565.46,
143,415,19,239.51,
143,425,3,36.7,
143,442,5,23.28,
143,463,12,1424.27,
143,476,4,58.22,
143,481,2,125.86,
143,488,4,768.84,
143,492,8,157.0,
143,496,4,217.57,
143,503,5,32.98,
143,507,28,1975.3628,
143,565,1,18.25,
143,586,3,28.83,
143,651,62,5929.11,63.75
143,652,158,98650.2,85.8
143,653,46,5024.0115,47
143,654,50,13740.5,
143,655,25,1653.27,
143,656,24,1847.8,
151,52,1,185.0,
151,378,2,372.5,
151,651,1,155.52,
154,100,1,528.0,
154,378,1,99.0,
154,652,8,4890.0,
154,654,2,139.7,
157,,1,13.05,
157,378,1,7.79,
157,654,1,24.0,
158,54,1,285.0,
158,147,17,318.34,
158,190,1,29.8,
158,242,1,10.5,
158,378,1,302.5,
158,389,1,17.09,
158,408,2,40.85,
158,415,1,10.92,
158,503,2,267.7,
158,507,2,205.0,
158,654,1,137.7,
159,14,1,40.0,
159,52,2,229.0,
159,148,2,233.0,
159,157,1,172.44,
159,184,2,372.34,
159,242,1,36.5,
159,652,1,405.0,
159,654,3,2322.9,
164,,3,58.61,
164,66,3,62.34,
164,87,6,115.97,
164,100,1,16.09,
164,147,2,8.2,
164,148,1,8.0,
164,162,1,5.5,
164,325,1,49.32,
164,378,1,10.6,
164,379,1,2.1,
164,389,4,148.69,
164,400,2,120.57,
164,408,3,43.68,
164,415,3,296.89,
164,652,3,57.39,
164,654,1,25.9,
164,655,1,9.48,
168,,4,387.6976,
168,52,7,680.18,
168,87,1,19.8,
168,100,1,542.4,
168,162,1,5.65,
168,232,1,50.11,
168,378,3,832.4,
168,400,1,12.6,
168,651,1,9.9,
168,652,2,447.8,
168,653,1,223.2,
168,654,2,895.0,
168,656,2,414.0,
176,,1,26.1,
176,87,2,11.52,
176,121,3,37.25,
176,147,1,5.9,
176,202,1,1.1,
176,232,1,21.6,
176,652,1,24.3,
176,655,1,4.5,
176,656,1,12.34,
178,,1,600.0,600
178,378,1,675.0,675
178,651,1,181.8,181.8
178,652,1,400.0,400
183,100,3,815.29,
183,652,2,735.0,
184,378,3,1585.0,
184,652,2,710.0,
184,653,1,272.0,
186,18,1,2.1,
186,147,1,14.57,
186,378,2,214.4,208
186,463,1,83.0,
186,654,1,315.6,
187,652,1,252.75,
189,87,1,0.48,
189,100,1,112.63,
189,121,1,13.95,
189,651,1,140.22,
194,,3,729.0,
194,52,2,316.44,
194,66,1,721.8,
194,87,7,886.93,230.4
194,99,1,70.08,
194,115,3,4605.4,
194,147,7,883.37,
194,148,2,369.88,
194,232,4,339.29,
194,242,1,190.96,
194,378,6,1690.8,312
194,651,16,1739.6211,
194,652,12,5942.75,
194,653,6,1410.2,
194,654,2,633.0,189
221,52,1,74.0,
221,100,1,318.0,
221,167,1,147.5,
221,651,1,190.0,
221,655,1,74.0,
223,652,1,302.5,
228,,5,599.8,
228,36,1,295.0,
228,52,3,162.5,
228,66,1,137.88,
228,87,2,11.52,
228,157,1,13.75,
228,162,4,66.83,
228,232,1,1.8,
228,242,2,35.1,
228,378,10,2598.95,
228,415,1,10.92,
228,425,1,1.9,
228,507,1,108.0,
228,651,2,230.4,
228,652,17,10649.5,
228,653,5,777.15,
228,654,2,539.8,
228,655,1,117.75,
231,18,1,59.89,
231,272,1,13.14,
231,319,1,35.76,
231,400,1,21.4,
231,415,1,25.94,
231,442,1,157.12,
231,492,1,113.36,
231,507,1,82.2,
235,87,1,68.45,68.45
235,100,1,123.07,123.07
235,115,1,27.5904,
235,148,4,322.53,270.93
235,157,1,33.58,33.58
235,167,5,203.44,50.99
235,178,3,165.45,109.05
235,184,1,32.55,32.55
235,190,1,40.68,40.68
235,197,3,52.43,7.49
235,209,7,225.7096,86.2
235,232,6,538.17,215.19
235,242,1,40.08,
235,272,4,92.8,23.2
235,287,3,66.24,24.9
235,310,1,118.44,
235,319,4,218.75,87.5
235,389,10,251.05,84.25
235,400,3,72.96,12.6
235,408,5,426.2808,40.32
235,415,7,59.55,
235,507,4,33.1,
237,,1,600.0,
237,18,1,82.8,
237,52,10,1976.6754,
237,60,1,5.85,
237,66,1,32.1,
237,87,1,5.76,
237,147,12,832.4192,
237,157,1,13.75,
237,162,1,3.15,
237,167,3,15.7,
237,184,1,125.05,
237,202,2,119.55,
237,242,5,25.01,
237,378,2,58.3,
237,389,1,3.37,
237,408,1,1.35,
237,415,1,2.85,
237,507,1,162.0,
237,652,7,3805.0,
237,653,2,17.39,
237,654,1,99.8,
239,52,11,1472.35,
239,66,1,75.0,
239,87,2,18.11,
239,147,3,40.29,
239,190,1,172.02,
239,202,1,11.0,
239,232,3,68.45,
239,242,1,29.33,
239,350,1,4.5,
239,379,3,105.3,
239,425,1,0.01,
240,378,1,28.9,
240,654,1,24.0,
243,652,1,13.45,
249,148,1,1.9,
249,157,1,85.4202,
249,242,1,2.58,
249,378,1,92.0,
249,652,3,1013.0,
249,654,4,914.0,
258,87,1,158.4,
258,184,1,532.2,
258,287,1,2.49,
258,651,4,1457.8,
258,652,1,369.0,
258,653,3,1340.0,
258,655,2,930.0,
259,52,2,215.94,215.94
259,66,9,7750.5532,3857.9
259,87,15,27375.708,20038.3812
259,100,2,190.750065,190.750065
259,121,1,93.1,
259,127,1,72.0,72
259,147,2,62.08,31.04
259,148,1,160.0,
259,178,2,132.52,66.26
259,202,2,124.4,
259,242,3,281.3512,237.2512
259,325,1,120.66,
259,378,1,52.2,
259,652,15,11297.0,2367
259,655,2,125.0,74
259,656,2,246.0,198
261,157,1,264.6,
261,389,1,77.5,
261,655,1,93.6,
264,100,1,417.6,
264,656,1,396.0,396
280,378,1,13.0,
280,653,1,218.4,
281,18,1,15.45,15.45
281,52,3,158.12,95.2
281,66,2,20.27,11.66
281,87,4,943.9804,749.6416
281,100,3,1059.23,941.58
281,121,2,207.569965,207.569965
281,127,3,386.36,386.36
281,147,2,56.97995,56.97995
281,148,7,954.13,823.36
281,209,1,21.18,21.18
281,232,4,640.65,491.61
281,242,6,232.85,150.44
281,319,1,16.9,16.9
281,415,1,15.54,15.54
281,507,1,7.9,7.9
281,655,5,389.005,359.03
281,656,2,127.16,63.58
285,652,1,10890.0,
286,652,1,1312.5,
286,656,1,990.0,
289,,2,33.6024,
289,651,1,0.0,
289,652,1,550.0,
289,656,1,204.0,
292,,4,331.66,331.66
292,18,2,8.9,4.45
292,87,3,170.5437,132.9525
292,99,2,53.4912,53.4912
292,115,3,38.82,23.52
292,127,6,197.7384,157.0392
292,147,4,99.49,99.49
292,167,4,53.76,36.0
292,178,1,6.92,6.92
292,190,7,212.01,156.15
292,197,3,27.77,27.77
292,202,5,542.0438,453.0518
292,232,7,135.2312,126.5512
292,242,5,49.47,31.34
292,425,1,8.2,
292,492,1,231.4,
297,408,1,2.64,
297,654,2,159.6,
298,654,3,6053.8,
300,178,1,814.0,
300,425,1,18.0,
302,190,1,59.6,
302,652,1,175.0,
303,202,1,10.4,
308,503,1,239.56,
308,651,1,100.3,
309,36,1,5540.0,
309,52,1,12.6,
309,66,3,1487.6496,
309,87,3,215.0673,
309,99,1,69.6195,
309,167,2,206.5,
309,242,1,100.77,
309,362,1,32.5008,
310,656,2,996.0,498
316,147,1,19.8,
316,378,2,1533.0,
316,652,1,360.0,
326,378,2,449.0,
332,18,1,2.29,
332,654,1,325.9,
333,378,1,410.0,
333,654,1,995.0,
335,167,1,75.8,
337,178,1,407.0,
337,242,1,390.0,
345,14,1,1.85,
345,52,1,8.46,
345,147,4,17.23,
345,148,2,153.0,
345,177,1,3.15,
345,184,1,7.41,
345,190,3,10.65,
345,202,2,3.95,
345,209,1,2.35,
345,242,4,75.63,
345,378,1,11.8,
345,652,5,1503.8,
345,655,1,7.85,
345,656,3,249.0,
354,178,1,4.38,
362,652,1,59.4,
366,66,1,4.46,
366,100,3,842.68,383.76
366,232,2,5.52,
366,415,1,3.13,
367,232,1,43.5,
368,232,1,612.5,
370,14,1,29.56,
370,18,1,40.93,
370,87,1,99.6504,
370,147,1,6.74,
370,190,1,79.0,
370,242,2,95.8,
370,350,2,8.8,
370,507,1,41.1,
370,651,1,145.8,
370,654,1,475.0,
372,52,3,57.42,
372,66,2,50.1,
372,115,1,45.03,
372,147,1,45.45,
372,148,4,306.96,
372,157,1,15.52,
372,162,1,5.5,
372,167,1,2.15,
372,178,2,9.76,
372,209,1,2.51,
372,232,10,240.55,
372,242,1,21.8,
372,350,1,4.25,
372,378,5,1620.72,
372,400,1,17.0,
372,442,2,78.0,
372,496,2,87.0,
372,651,2,258.3,
372,652,2,672.22,
372,654,1,487.62,
372,655,1,79.17,
373,232,2,623.4,
376,507,1,162.0,
380,100,2,133.14,
380,242,3,246.22,
380,389,2,6.96,
380,408,4,12.24,
391,378,1,139.5,139.5
393,378,1,27.9,
393,652,2,459.3,
394,,7,1174.0,196
394,121,2,258.46,
394,378,5,976.0,
394,651,4,909.44,
394,652,15,9718.2,262.8
394,655,1,260.0,
395,52,7,2664.492,
395,66,2,895.488,
395,242,1,21.8,
395,652,2,1008.0,
396,148,1,363.9,
396,378,1,121.5,
396,654,3,1043.7,
398,18,1,4.57,
398,87,1,9.12,
398,162,2,48.45,
398,272,1,34.06,
398,389,2,20.66,
398,400,1,8.91,
403,100,1,528.0,
403,652,1,412.5,
404,652,7,2773.6,
405,100,1,528.0,
409,652,1,415.0,
410,66,1,78.6,
410,389,2,143.2,
413,,4,800.6,168
413,52,4,2155.16,
413,66,2,128.0,
413,87,1,13.56,
413,100,3,192.06,
413,121,1,12.9,
413,127,2,165.36,
413,147,1,19.6,
413,148,5,229.9896,
413,202,1,0.95,
413,242,7,77.9,
413,651,2,279.1,
413,652,10,6673.23,
413,653,1,90.0,
413,654,9,3993.8,748.6
413,655,1,74.0,
413,656,5,871.85,257.4
414,52,1,130.0,
414,66,2,1097.88,
414,232,1,159.5,
414,378,2,381.0,
414,415,1,77.82,
414,507,1,108.0,
414,654,1,2754.0,
420,52,1,74.9,
429,52,1,147.7206,
429,87,1,24.78,
431,,2,17.4,
431,18,5,422.7501,
431,52,7,270.55,62.92
431,66,4,1196.11,
431,87,5,171.27,
431,99,2,136.06,
431,100,5,708.6,
431,115,1,33.84,
431,121,1,62.64,
431,147,9,166.4084,
431,148,16,434.23,23.78
431,157,2,34.2,
431,162,3,54.55,
431,167,8,182.88,
431,184,10,1903.79,
431,190,16,429.54,
431,197,3,43.54,
431,202,1,10.77,
431,209,4,122.19,
431,232,30,2174.3287,19.6
431,242,36,911.8487,93.14
431,272,1,5.5,
431,325,3,38.0,15.2
431,378,10,1995.84,
431,389,3,32.39,
431,408,3,94.76,
431,415,2,14.15,
431,463,5,395.1,
431,476,1,10.5,
431,492,3,57.37,
431,503,3,16.07,
431,507,5,551.4216,
431,632,1,320.0,
431,651,6,379.5005,
431,652,23,5310.2,305
431,653,5,391.1505,
431,654,5,4039.2,
431,655,12,901.6209,172.2
431,656,10,1194.99,131.25
434,52,1,13.71,
434,60,1,58.5,
434,87,1,15.84,
434,232,3,41.3,
434,425,1,210.0,
440,197,1,2445.0,
442,162,1,115.0,
442,378,1,172.5,
442,425,1,84.5,
442,652,2,1470.0,
442,653,1,232.0,
443,66,2,1828.3,
443,87,1,1614.0,1614
443,184,1,30.94,
443,197,1,1676.64,
443,209,1,2.6,
443,652,1,415.0,
456,,1,99.0,
456,14,1,936.1,
456,52,1,49.0,
456,66,1,385.2,
456,87,11,1220.238,308.4
456,99,5,289.5688,31.3344
456,121,1,33.115,
456,148,1,22.8,
456,178,2,193.68,
456,190,3,237.7,210.4
456,232,3,1380.76,
456,378,2,684.0,
456,651,2,204.6,
456,652,2,924.0,
456,653,1,174.0,
456,656,3,885.6,216.6
459,127,1,53.5491,
459,232,1,15.8,
465,18,6,53.94,
465,52,1,11.25,
465,66,1,87.34,
465,87,4,95.5596,
465,100,1,44.85,
465,157,14,3054.72,
465,162,1,43.53,
465,178,2,10.47,
465,184,7,113.04,
465,190,8,118.88,
465,209,18,13032.0,
465,232,4,42.9,
465,242,5,42.6,
465,338,1,8.7,
465,380,5,185.3712,
465,481,3,49.97,
465,652,7,8282.5,
465,655,4,75.96,
468,463,1,1524.1,
469,115,1,67.8996,
470,52,1,28.12,
470,66,1,75.0,
470,87,1,286.44,
470,147,1,59.0,
470,157,1,40.44,
470,167,1,118.5,
470,184,1,394.89,
470,190,1,28.9,
470,242,1,43.4,
470,378,1,578.0,
470,651,1,271.84,
470,652,1,424.0,
470,654,1,610.0,
471,654,1,544.6,
477,,5,197.3613,
477,18,9,469.89,
477,52,32,2106.8028,
477,66,14,7224.12,
477,87,27,1022.281,
477,99,8,408.3064,
477,100,17,1067.14,
477,115,3,156.3408,
477,121,18,993.41115,
477,127,21,531.6,
477,147,12,107.43,
477,148,45,2573.8,
477,157,13,782.17,
477,162,12,1675.6,
477,167,39,5743.81999999999,
477,178,17,576.6408,
477,184,67,1816.21,
477,190,18,702.48,
477,197,5,51.82,
477,209,20,737.5,
477,232,50,2298.77,
477,242,51,1063.7578,
477,307,10,72.24,
477,319,4,20.98,
477,325,2,189.5,
477,338,1,8.7,
477,350,9,68.4,
477,378,8,2020.0,
477,408,2,2.64,
477,425,2,6.5,
477,463,1,34.49,
477,507,1,1.65,
477,652,9,4867.2,
477,653,1,33.54,
477,655,15,293.215,
477,656,6,158.28,
482,,1,42.0,
486,52,6,515.1192,
486,60,1,59.13,
486,66,8,1310.3308,
486,87,3,138.72,
486,99,2,112.5696,
486,100,1,2.85,
486,147,8,978.4806,
486,162,1,185.0,
486,167,1,63.68,
486,177,2,8.12,
486,184,1,7.46,
486,197,3,2480.98,
486,202,5,244.6196,
486,232,5,134.1028,
486,242,20,3687.9188,
486,310,1,1252.26,
486,350,2,168.9,
486,378,2,407.3,
486,425,2,67.8,
486,651,3,35.76,
486,652,3,1163.0,
486,654,1,435.42,
486,656,2,111.93,
488,242,2,60.14,
488,378,1,275.0,
488,652,1,360.0,360
488,654,2,498.0,
488,656,4,1484.2,
489,115,1,127.62,
489,184,1,15.62,
492,408,1,227.0,
493,121,1,46.55,
494,87,1,67.7208,
495,242,1,3.65,
496,178,1,40.7,
496,319,1,124.8,
496,400,1,18.96,
508,652,1,945.0,
508,654,1,209.0,
511,167,1,18.95,
514,66,3,69.36,
514,87,12,302.7,
517,,1,70.47,
517,651,1,200.0,
518,157,1,14.37,
522,52,14,519.56,
522,66,7,260.99,
522,87,6,28.47,
522,147,7,178.5,
522,148,7,69.19,
522,157,3,47.37,
522,167,8,578.54,
522,178,7,23.76,
522,184,11,1303.0,
522,190,14,590.92,
522,209,3,200.7,
522,242,12,229.7099,
522,389,17,81.17,
522,408,7,43.61,
522,651,14,3499.9352,
522,652,14,17328.56,
522,653,7,1486.8,
522,654,1,1243.2,
522,655,14,2256.04,
522,656,7,277.2,
524,167,1,16.69,
527,378,1,1180.0,
527,654,2,598.6,
534,378,1,655.0,
534,654,1,274.8,
540,654,2,769.8,
541,115,2,253.08,
541,190,1,912.0,
546,292,3,671.52,445.98
546,408,2,18.12,
546,654,1,41.8,
551,127,1,28.18,
551,651,1,274.32,
556,162,1,917.0,
556,202,1,232.0,
556,242,6,8045.71,
556,652,1,1180.0,
561,115,3,68.8892,
561,157,2,100.16,
561,167,3,184.68,
561,178,2,110.92,
561,184,1,43.25,
561,190,3,59.13,
561,197,1,17.43,
561,209,2,21.98,
561,232,3,244.74,
561,319,1,43.75,
564,66,4,1486.992,
564,157,1,718.5,
564,190,1,20.43,
564,242,1,415.0,
564,652,1,675.0,
565,46,1,2352.94,
565,52,2,360.382,
565,66,2,70.9,
565,178,1,89.63,
565,536,1,20.69,
565,652,2,2665.36,
567,651,1,156.0,
568,66,1,385.2,
568,167,1,37.9,
568,651,1,142.2,
568,652,1,870.0,
572,87,5,4879.6164,4879.6164
572,232,3,2663.05,
572,408,1,195.0,
572,656,1,1082.472,1082.472
574,,2,149.67,
574,52,3,408.8735,
574,87,3,184.7412,
574,100,1,675.0,
574,115,1,102.4488,
574,127,2,144.7614,
574,157,1,15.79,
574,178,6,105.3,
574,232,2,112.78,
574,242,3,142.82,
574,652,1,450.0,
575,52,1,100.5,
575,162,1,94.5,
575,232,1,150.0,
575,242,1,19.99,
575,408,1,9.66,
575,652,2,2395.0,1035
575,654,2,959.0,959
576,52,1,130.0,
576,242,1,1199.5,
578,99,1,62.5,
580,651,1,142.2,
581,378,2,182.0,
582,,1,83.85,
582,14,1,7.39,
582,60,2,168.0,
582,66,1,32.88,
582,87,1,13.5504,
582,147,9,339.7,42
582,148,5,153.89,
582,157,7,245.2802,
582,178,1,4.07,
582,184,3,64.79,
582,190,2,8.78,
582,209,1,9.3,
582,232,3,77.35,
582,242,4,179.34,
582,389,3,82.56,
582,408,4,41.52,
582,586,1,58.25,
582,651,1,145.8,
582,652,4,3194.0,
583,52,1,147.7206,
583,99,1,47.9196,
583,100,2,92.92,
583,115,1,46.1496,
583,147,2,127.32,
583,148,2,47.56,
583,167,5,124.63,
583,190,2,53.2,
583,197,2,64.06,
583,209,8,120.71,
583,232,7,235.7596,
583,242,15,311.71,
583,325,2,15.2,
583,476,1,12.8,
585,52,2,282.192,
585,66,2,414.9,
585,100,1,552.0,
585,148,1,18.5,
585,378,1,179.0,
585,389,1,115.2,
585,408,2,66.73,
586,52,1,87.0,
586,389,1,9.6,
586,415,1,12.97,
586,492,1,13.84,
586,503,1,43.47,
586,652,1,627.5,
593,52,1,15.3,
593,148,1,48.8,
593,242,1,340.1,
593,310,1,123.48,
593,378,7,911.2,
593,651,1,142.2,
593,652,3,1785.0,
593,653,2,406.0,
593,654,6,2514.58,
593,655,2,335.5,
593,656,1,202.0,
594,232,1,50.91,
595,121,1,21.14,
595,127,1,27.66,
595,147,1,63.42,
595,148,1,65.39,
595,167,1,3.63,
595,209,1,13.27,
595,242,1,41.19,
595,378,1,265.0,
596,115,1,12.6,
596,190,1,355.0,
596,232,3,777.45,
597,148,1,28.33,
597,654,1,209.0,
598,378,1,512.5,512.5
598,651,2,262.8,149.4
598,652,9,4212.5,865
599,66,8,1146.4292,
599,87,2,39.4004,
599,190,2,68.78,
599,232,3,448.0,
599,378,1,79.54,
599,632,1,77.8,
599,654,1,591.0,
600,197,1,2820.0,
600,232,7,4350.25,
606,36,1,339.9,
606,46,1,2955.0,
606,389,1,61.54,
611,87,1,25.92,
611,190,1,3.38,
613,52,3,91.18,
613,66,1,128.1,
613,87,1,31.3998,
613,99,1,46.26,
613,100,2,340.71,
613,121,1,19.8,
613,147,1,13.86,
613,148,2,39.38,
